title,filepath,neg_caption,neg_image
The yellow bowl is to the left of the green cup.,images/step30.camera_0.png,['The green cup is to the left of the yellow bowl.'],[1822]
The green cup is to the right of the pink bowl.,images/step541.camera_0.png,['The pink bowl is to the right of the green cup.'],[2120]
The small pot is in front of the pink bowl.,images/step335.camera_0.png,['The pink bowl is in front of the small pot.'],[1224]
The pink bowl is to the right of the green cup.,images/step599.camera_0.png,['The green cup is to the right of the pink bowl.'],[3391]
The yellow bowl is in front of the small pot.,images/step178.camera_0.png,['The small pot is in front of the yellow bowl.'],[6531]
The yellow bowl is to the left of the pink bowl.,images/step446.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[584]
The small pot is to the right of the green cup.,images/step341.camera_0.png,['The green cup is to the right of the small pot.'],[931]
The green cup is to the right of the yellow bowl.,images/step223.camera_0.png,['The yellow bowl is to the right of the green cup.'],[5676]
The yellow bowl is to the right of the pink bowl.,images/step615.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[704]
The small pot is to the right of the green cup.,images/step577.camera_0.png,['The green cup is to the right of the small pot.'],[3796]
The small pot is to the right of the green cup.,images/step667.camera_0.png,['The green cup is to the right of the small pot.'],[3863]
The yellow bowl is to the right of the green cup.,images/step23.camera_0.png,['The green cup is to the right of the yellow bowl.'],[2124]
The pink bowl is to the left of the yellow bowl.,images/step55.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[875]
The yellow bowl is to the right of the pink bowl.,images/step482.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[3262]
The pink bowl is to the right of the yellow bowl.,images/step755.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[2460]
The yellow bowl is to the right of the pink bowl.,images/step654.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[3784]
The pink bowl is behind the small pot.,images/step307.camera_0.png,['The small pot is behind the pink bowl.'],[1039]
The green cup is to the left of the pink bowl.,images/step162.camera_0.png,['The pink bowl is to the left of the green cup.'],[2344]
The green cup is to the left of the yellow bowl.,images/step688.camera_0.png,['The yellow bowl is to the left of the green cup.'],[1574]
The pink bowl is to the right of the green cup.,images/step209.camera_0.png,['The green cup is to the right of the pink bowl.'],[6500]
The yellow bowl is to the right of the small pot.,images/step626.camera_0.png,['The small pot is to the right of the yellow bowl.'],[4160]
The yellow bowl is to the right of the green cup.,images/step678.camera_0.png,['The green cup is to the right of the yellow bowl.'],[6577]
The small pot is to the right of the pink bowl.,images/step547.camera_0.png,['The pink bowl is to the right of the small pot.'],[7031]
The green cup is to the left of the yellow bowl.,images/step483.camera_0.png,['The yellow bowl is to the left of the green cup.'],[6212]
The small pot is to the left of the green cup.,images/step113.camera_0.png,['The green cup is to the left of the small pot.'],[4417]
The small pot is to the left of the yellow bowl.,images/step435.camera_0.png,['The yellow bowl is to the left of the small pot.'],[5755]
The small pot is to the right of the green cup.,images/step619.camera_0.png,['The green cup is to the right of the small pot.'],[4459]
The small pot is to the right of the green cup.,images/step779.camera_0.png,['The green cup is to the right of the small pot.'],[96]
The green cup is to the right of the yellow bowl.,images/step616.camera_0.png,['The yellow bowl is to the right of the green cup.'],[800]
The green cup is to the right of the yellow bowl.,images/step135.camera_0.png,['The yellow bowl is to the right of the green cup.'],[1282]
The yellow bowl is to the left of the green cup.,images/step652.camera_0.png,['The green cup is to the left of the yellow bowl.'],[294]
The pink bowl is to the left of the green cup.,images/step175.camera_0.png,['The green cup is to the left of the pink bowl.'],[6740]
The small pot is to the left of the yellow bowl.,images/step387.camera_0.png,['The yellow bowl is to the left of the small pot.'],[7142]
The green cup is to the right of the yellow bowl.,images/step706.camera_0.png,['The yellow bowl is to the right of the green cup.'],[2847]
The yellow bowl is to the left of the pink bowl.,images/step478.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[5974]
The pink bowl is in front of the small pot.,images/step71.camera_0.png,['The small pot is in front of the pink bowl.'],[5692]
The pink bowl is to the left of the yellow bowl.,images/step302.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[5425]
The pink bowl is to the left of the green cup.,images/step773.camera_0.png,['The green cup is to the left of the pink bowl.'],[2582]
The pink bowl is to the right of the small pot.,images/step282.camera_0.png,['The small pot is to the right of the pink bowl.'],[7652]
The yellow bowl is to the left of the small pot.,images/step64.camera_0.png,['The small pot is to the left of the yellow bowl.'],[1673]
The pink bowl is to the right of the green cup.,images/step330.camera_0.png,['The green cup is to the right of the pink bowl.'],[6318]
The yellow bowl is to the left of the pink bowl.,images/step728.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[6177]
The small pot is behind the green cup.,images/step57.camera_0.png,['The green cup is behind the small pot.'],[6387]
The yellow bowl is to the right of the small pot.,images/step330.camera_0.png,['The small pot is to the right of the yellow bowl.'],[7191]
The yellow bowl is behind the pink bowl.,images/step562.camera_0.png,['The pink bowl is behind the yellow bowl.'],[1622]
The green cup is to the left of the small pot.,images/step365.camera_0.png,['The small pot is to the left of the green cup.'],[2703]
The small pot is to the right of the yellow bowl.,images/step540.camera_0.png,['The yellow bowl is to the right of the small pot.'],[4248]
The pink bowl is in front of the yellow bowl.,images/step127.camera_0.png,['The yellow bowl is in front of the pink bowl.'],[1392]
The yellow bowl is to the right of the pink bowl.,images/step603.camera_0.png,['The pink bowl is to the right of the yellow bowl.'],[3730]
The small pot is to the left of the green cup.,images/step52.camera_0.png,['The green cup is to the left of the small pot.'],[5103]
The small pot is to the left of the green cup.,images/step493.camera_0.png,['The green cup is to the left of the small pot.'],[7604]
The pink bowl is to the left of the yellow bowl.,images/step30.camera_0.png,['The yellow bowl is to the left of the pink bowl.'],[4983]
The green cup is in front of the pink bowl.,images/step25.camera_0.png,['The pink bowl is in front of the green cup.'],[2233]
The yellow bowl is to the right of the small pot.,images/step508.camera_0.png,['The small pot is to the right of the yellow bowl.'],[2173]
The small pot is in front of the yellow bowl.,images/step291.camera_0.png,['The yellow bowl is in front of the small pot.'],[1231]
The small pot is to the left of the green cup.,images/step7.camera_0.png,['The green cup is to the left of the small pot.'],[7373]
The yellow bowl is to the left of the pink bowl.,images/step102.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[1468]
The green cup is to the right of the yellow bowl.,images/step252.camera_0.png,['The yellow bowl is to the right of the green cup.'],[3073]
The pink bowl is to the left of the green cup.,images/step494.camera_0.png,['The green cup is to the left of the pink bowl.'],[6337]
The pink bowl is behind the green cup.,images/step639.camera_0.png,['The green cup is behind the pink bowl.'],[5841]
The pink bowl is to the left of the green cup.,images/step75.camera_0.png,['The green cup is to the left of the pink bowl.'],[7063]
The yellow bowl is to the right of the small pot.,images/step741.camera_0.png,['The small pot is to the right of the yellow bowl.'],[3716]
The pink bowl is to the right of the yellow bowl.,images/step573.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[7169]
The green cup is behind the pink bowl.,images/step462.camera_0.png,['The pink bowl is behind the green cup.'],[3725]
The yellow bowl is to the left of the small pot.,images/step465.camera_0.png,['The small pot is to the left of the yellow bowl.'],[5697]
The yellow bowl is to the left of the pink bowl.,images/step794.camera_0.png,['The pink bowl is to the left of the yellow bowl.'],[3219]
The small pot is to the right of the green cup.,images/step164.camera_0.png,['The green cup is to the right of the small pot.'],[4913]
The green cup is to the left of the small pot.,images/step738.camera_0.png,['The small pot is to the left of the green cup.'],[6323]
The pink bowl is to the right of the green cup.,images/step692.camera_0.png,['The green cup is to the right of the pink bowl.'],[99]
The green cup is to the right of the pink bowl.,images/step612.camera_0.png,['The pink bowl is to the right of the green cup.'],[103]
The pink bowl is to the right of the green cup.,images/step690.camera_0.png,['The green cup is to the right of the pink bowl.'],[3728]
The pink bowl is to the right of the yellow bowl.,images/step581.camera_0.png,['The yellow bowl is to the right of the pink bowl.'],[4460]
The green cup is in front of the small pot.,images/step689.camera_0.png,['The small pot is in front of the green cup.'],[4759]
The pink bowl is to the left of the green cup.,images/step174.camera_0.png,['The green cup is to the left of the pink bowl.'],[160]
The green cup is to the right of the pink bowl.,images/step82.camera_0.png,['The pink bowl is to the right of the green cup.'],[6248]
The green cup is to the left of the small pot.,images/step670.camera_0.png,['The small pot is to the left of the green cup.'],[2269]
The green cup is to the right of the pink bowl.,images/step172.camera_0.png,['The pink bowl is to the right of the green cup.'],[975]
